,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
594,1400000US13275960200,Georgia,Thomas County,0,4010,1543,0,30.0,0.75,0,0,0,0,0,0,16.3,55326.0,1,1,0,0,0,1,0,0,573.0,573.0,,221.0,221.0,,4010.0,100.0,1481.0,36.92,979.0,24.41,577.0,14.39,3361.0,83.82,503.0,12.54,21.0,0.52,1.0,0.02,20.0,0.5,104.0,2.59,113.0,2.82,52.0,3.34,312.0,20.24,4010.0,100.0,1481.0,36.92,979.0,24.41,577.0,14.39,3361.0,83.82,503.0,12.54,21.0,0.52,1.0,0.02,20.0,0.5,104.0,2.59,113.0,2.82,52.0,3.34,312.0,20.24,573.0,14.3,221.0,5.52,145.0,3.62,86.0,2.15,411.0,10.26,140.0,3.5,0.0,0.0,1.0,0.02,7.0,0.17,13.0,0.33,15.0,0.38,10.0,0.64,42.0,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0,979.0,577.0,3361.0,503.0,21.0,1.0,20.0,104.0,113.0,50.0,316.0,2079091828723.0,13275960200,Census Tract 9602,205675144.0,3701690.0,G5020,S,2074091828723.0,13275960200,Census Tract 9602,205675144.0,3701690.0,G5020,S,205675144.0,3701690.0
595,1400000US13275960300,Georgia,Thomas County,0,2295,905,0,0.0,0.0,0,0,0,0,0,1,25.3,50536.0,0,0,0,0,0,0,0,0,,,,,,,1908.0,83.12,993.0,43.25,466.0,20.33,278.0,12.09,1393.0,60.71,441.0,19.22,11.0,0.48,0.0,0.0,19.0,0.83,43.0,1.88,64.0,2.77,30.0,3.29,209.0,23.06,1657.0,72.2,876.0,38.17,406.0,17.71,242.0,10.54,1273.0,55.47,322.0,14.04,10.0,0.45,0.0,0.0,18.0,0.78,34.0,1.47,50.0,2.19,26.0,2.86,181.0,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.0,549.0,330.0,1595.0,581.0,19.0,0.0,21.0,79.0,84.0,35.0,246.0,2079091828720.0,13275960300,Census Tract 9603,142988182.0,1962419.0,G5020,S,2074091828720.0,13275960300,Census Tract 9603,142988182.0,1962419.0,G5020,S,142988182.0,1962419.0
596,1400000US13275960400,Georgia,Thomas County,0,2410,944,0,0.0,0.0,0,0,0,0,0,1,15.3,47750.0,0,0,0,0,0,0,0,0,,,,,,,2410.0,100.0,1128.0,46.82,555.0,23.03,403.0,16.72,1872.0,77.68,473.0,19.63,7.0,0.29,1.0,0.04,10.0,0.41,47.0,1.95,55.0,2.28,59.0,6.25,161.0,17.1,2410.0,100.0,1128.0,46.82,555.0,23.03,403.0,16.72,1872.0,77.68,473.0,19.63,7.0,0.29,1.0,0.04,10.0,0.41,47.0,1.95,55.0,2.28,59.0,6.25,161.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,555.0,403.0,1872.0,473.0,7.0,1.0,10.0,47.0,55.0,58.0,159.0,2079091828724.0,13275960400,Census Tract 9604,176767330.0,1977230.0,G5020,S,2074091828724.0,13275960400,Census Tract 9604,176767330.0,1977230.0,G5020,S,176767330.0,1977230.0
597,1400000US13275960800,Georgia,Thomas County,0,5757,2197,0,247.0,4.29,0,0,0,1,1,1,20.4,52479.0,0,0,0,0,0,0,0,1,54.0,54.0,,12.0,12.0,,5745.0,99.79,2741.0,47.6,1432.0,24.87,852.0,14.79,2137.0,37.13,3447.0,59.88,23.0,0.4,0.0,0.0,25.0,0.43,113.0,1.96,128.0,2.22,132.0,6.0,691.0,31.43,4980.0,86.5,2161.0,37.54,1204.0,20.92,746.0,12.96,2100.0,36.47,2734.0,47.49,22.0,0.38,0.0,0.0,25.0,0.43,99.0,1.72,118.0,2.05,89.0,4.07,598.0,27.23,54.0,0.94,12.0,0.21,11.0,0.19,11.0,0.19,43.0,0.75,9.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.0,1.0,0.03,7.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2588.0,1435.0,853.0,2140.0,3456.0,23.0,0.0,25.0,113.0,128.0,135.0,616.0,2079091828727.0,13275960800,Census Tract 9608,160724565.0,2139631.0,G5020,S,2074091828727.0,13275960800,Census Tract 9608,160724565.0,2139631.0,G5020,S,160724565.0,2139631.0
598,1400000US13275960900,Georgia,Thomas County,1,3425,1324,0,153.0,4.47,1,1,1,1,1,1,20.9,44924.0,1,1,1,1,1,0,0,1,1606.0,3211.0,1606.0,591.0,1427.0,591.0,3211.0,93.76,1427.0,41.67,746.0,21.78,702.0,20.49,1722.0,50.28,1416.0,41.35,19.0,0.55,0.0,0.0,3.0,0.09,51.0,1.48,54.0,1.58,132.0,10.0,235.0,17.73,1606.0,46.9,591.0,17.24,384.0,11.21,354.0,10.34,971.0,28.35,596.0,17.41,10.0,0.29,0.0,0.0,2.0,0.04,27.0,0.79,35.0,1.01,49.0,3.69,122.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588.0,785.0,740.0,1815.0,1527.0,20.0,0.0,4.0,59.0,59.0,150.0,239.0,2079091828730.0,13275960900,Census Tract 9609,6908283.0,10498.0,G5020,S,2074091828730.0,13275960900,Census Tract 9609,6908283.0,10498.0,G5020,S,6908283.0,10498.0
599,1400000US13279970600,Georgia,Toombs County,0,3356,1241,0,27.0,0.8,1,1,0,0,0,1,20.1,64853.0,1,1,0,0,0,1,0,0,2072.0,2072.0,,892.0,892.0,,3356.0,100.0,1476.0,43.97,870.0,25.92,438.0,13.05,2759.0,82.21,208.0,6.2,2.0,0.06,2.0,0.06,8.0,0.24,377.0,11.23,429.0,12.78,8.0,0.63,222.0,17.89,3356.0,100.0,1476.0,43.97,870.0,25.92,438.0,13.05,2759.0,82.21,208.0,6.2,2.0,0.06,2.0,0.06,8.0,0.24,377.0,11.23,429.0,12.78,8.0,0.63,222.0,17.89,2072.0,61.73,892.0,26.59,555.0,16.53,260.0,7.74,1757.0,52.34,97.0,2.9,1.0,0.03,2.0,0.06,6.0,0.18,209.0,6.22,216.0,6.43,5.0,0.4,141.0,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,870.0,438.0,2759.0,208.0,2.0,2.0,8.0,377.0,429.0,8.0,220.0,20790398398684.0,13279970600,Census Tract 9706,363832056.0,9253501.0,G5020,S,20740398398684.0,13279970600,Census Tract 9706,363832056.0,9253501.0,G5020,S,363832056.0,9253501.0
600,1400000US13281960200,Georgia,Towns County,0,2669,1243,0,0.0,0.0,0,0,0,0,0,0,14.0,54556.0,0,0,0,0,0,0,0,0,,,,,,,2669.0,100.0,858.0,32.14,415.0,15.55,843.0,31.58,2641.0,98.95,0.0,0.0,6.0,0.22,0.0,0.0,6.0,0.22,16.0,0.6,40.0,1.5,8.0,0.62,94.0,7.57,2667.0,99.94,857.0,32.12,415.0,15.54,842.0,31.56,2639.0,98.89,0.0,0.0,6.0,0.22,0.0,0.0,6.0,0.22,16.0,0.6,40.0,1.5,8.0,0.62,94.0,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.0,415.0,843.0,2641.0,0.0,6.0,0.0,6.0,16.0,40.0,9.0,108.0,207903827968335.0,13281960200,Census Tract 9602,189312671.0,4572425.0,G5020,S,207403827968335.0,13281960200,Census Tract 9602,189312671.0,4572425.0,G5020,S,189312671.0,4572425.0
601,1400000US13285960202,Georgia,Troup County,0,2208,819,0,0.0,0.0,0,0,0,0,0,0,9.0,66947.0,0,0,0,0,0,0,0,0,1.0,1.0,,0.0,0.0,,2208.0,100.0,408.0,18.49,598.0,27.08,283.0,12.82,1860.0,84.24,244.0,11.05,35.0,1.59,2.0,0.09,10.0,0.45,57.0,2.58,57.0,2.58,33.0,4.0,79.0,9.7,2208.0,100.0,408.0,18.49,598.0,27.08,283.0,12.82,1860.0,84.24,244.0,11.05,35.0,1.59,2.0,0.09,10.0,0.45,57.0,2.58,57.0,2.58,33.0,4.0,79.0,9.7,1.0,0.05,0.0,0.01,0.0,0.01,0.0,0.01,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,598.0,283.0,1860.0,244.0,35.0,2.0,10.0,57.0,57.0,35.0,85.0,207903718025257.0,13285960202,Census Tract 9602.02,154337719.0,32221870.0,G5020,S,207403718025257.0,13285960202,Census Tract 9602.02,154337719.0,32221870.0,G5020,S,154337719.0,32221870.0
602,1400000US13285960300,Georgia,Troup County,0,4397,1520,0,649.0,14.76,0,0,0,0,0,0,10.0,81250.0,0,0,0,0,0,0,0,0,,,,,,,4370.0,99.38,806.0,18.34,858.0,19.51,849.0,19.3,3907.0,88.86,280.0,6.38,49.0,1.12,2.0,0.05,9.0,0.2,122.0,2.77,152.0,3.46,35.0,2.32,51.0,3.33,2778.0,63.18,510.0,11.6,642.0,14.61,515.0,11.71,2595.0,59.02,107.0,2.44,37.0,0.83,2.0,0.05,5.0,0.11,32.0,0.73,39.0,0.9,20.0,1.3,37.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,861.0,861.0,3932.0,282.0,50.0,2.0,9.0,122.0,153.0,33.0,48.0,20790413614094.0,13285960300,Census Tract 9603,29443862.0,6490659.0,G5020,S,20740413614094.0,13285960300,Census Tract 9603,29443862.0,6490659.0,G5020,S,29443862.0,6490659.0
603,1400000US13285960501,Georgia,Troup County,1,4412,1719,0,0.0,0.0,0,1,0,0,0,1,29.5,45726.0,0,1,0,1,0,0,0,0,296.0,1605.0,296.0,113.0,796.0,113.0,1605.0,36.37,796.0,18.05,437.0,9.91,214.0,4.86,891.0,20.19,615.0,13.93,37.0,0.83,0.0,0.0,7.0,0.16,56.0,1.26,45.0,1.03,46.0,2.67,127.0,7.42,296.0,6.7,113.0,2.57,65.0,1.46,59.0,1.34,225.0,5.1,59.0,1.33,5.0,0.11,0.0,0.0,0.0,0.0,7.0,0.17,4.0,0.08,7.0,0.38,25.0,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565.0,1226.0,604.0,2146.0,1905.0,59.0,0.0,13.0,289.0,289.0,175.0,360.0,20790413614323.0,13285960501,Census Tract 9605.01,7567037.0,13092.0,G5020,S,20740413614323.0,13285960501,Census Tract 9605.01,7567037.0,13092.0,G5020,S,7567037.0,13092.0
604,1400000US13285960600,Georgia,Troup County,1,5154,1843,0,269.0,5.22,1,1,1,1,1,1,28.5,38955.0,1,1,1,1,1,0,0,1,1706.0,3748.0,1706.0,524.0,2103.0,524.0,3748.0,72.72,2103.0,40.81,1002.0,19.45,443.0,8.6,1474.0,28.61,2160.0,41.9,13.0,0.25,0.0,0.0,2.0,0.04,99.0,1.92,97.0,1.89,198.0,10.74,312.0,16.92,1706.0,33.1,524.0,10.17,415.0,8.04,172.0,3.34,1142.0,22.16,523.0,10.15,13.0,0.25,0.0,0.0,0.0,0.0,28.0,0.55,37.0,0.71,28.0,1.52,128.0,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.0,1488.0,566.0,1668.0,3296.0,14.0,0.0,5.0,171.0,170.0,311.0,425.0,20790413614297.0,13285960600,Census Tract 9606,61974510.0,186870.0,G5020,S,20740413614297.0,13285960600,Census Tract 9606,61974510.0,186870.0,G5020,S,61974510.0,186870.0
605,1400000US13285961000,Georgia,Troup County,0,5503,2091,0,0.0,0.0,0,0,0,1,1,1,23.0,51419.0,0,0,0,0,0,0,0,1,,,,,,,4789.0,87.02,2203.0,40.03,1328.0,24.13,579.0,10.52,2678.0,48.66,1987.0,36.1,37.0,0.67,0.0,0.0,5.0,0.1,82.0,1.49,47.0,0.86,255.0,12.18,354.0,16.91,3388.0,61.57,1333.0,24.22,889.0,16.15,422.0,7.66,2473.0,44.94,821.0,14.93,27.0,0.49,0.0,0.0,5.0,0.09,61.0,1.11,34.0,0.63,99.0,4.75,249.0,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759.0,1514.0,680.0,3011.0,2315.0,51.0,2.0,12.0,112.0,105.0,388.0,469.0,20790413614145.0,13285961000,Census Tract 9610,129206196.0,16036752.0,G5020,S,20740413614145.0,13285961000,Census Tract 9610,129206196.0,16036752.0,G5020,S,129206196.0,16036752.0
606,1400000US13287970300,Georgia,Turner County,0,3498,1202,0,297.0,8.49,0,0,0,0,0,1,29.6,48229.0,0,0,0,0,0,0,0,0,172.0,172.0,,61.0,61.0,,3498.0,100.0,1431.0,40.91,820.0,23.44,517.0,14.78,2601.0,74.36,780.0,22.3,10.0,0.29,0.0,0.0,16.0,0.46,91.0,2.6,99.0,2.83,66.0,5.47,165.0,13.74,3395.0,97.05,1374.0,39.29,781.0,22.34,507.0,14.48,2591.0,74.07,693.0,19.81,10.0,0.29,0.0,0.0,16.0,0.46,85.0,2.43,97.0,2.77,62.0,5.14,161.0,13.4,172.0,4.9,61.0,1.75,28.0,0.8,35.0,1.01,146.0,4.17,22.0,0.62,0.0,0.0,0.0,0.0,1.0,0.03,3.0,0.09,2.0,0.05,1.0,0.11,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,820.0,517.0,2601.0,780.0,10.0,0.0,16.0,91.0,99.0,74.0,147.0,2079091890975.0,13287970300,Census Tract 9703,426035522.0,7567720.0,G5020,S,2074091890975.0,13287970300,Census Tract 9703,426035522.0,7567720.0,G5020,S,426035522.0,7567720.0
607,1400000US13293010100,Georgia,Upson County,0,3035,1165,0,0.0,0.0,0,0,0,0,0,0,11.5,58875.0,0,0,0,0,0,0,0,0,41.0,41.0,,10.0,10.0,,3035.0,100.0,1171.0,38.59,717.0,23.62,420.0,13.84,2634.0,86.79,302.0,9.95,10.0,0.33,0.0,0.0,14.0,0.46,75.0,2.47,64.0,2.11,30.0,2.57,126.0,10.82,3035.0,100.0,1171.0,38.59,717.0,23.62,420.0,13.84,2634.0,86.79,302.0,9.95,10.0,0.33,0.0,0.0,14.0,0.46,75.0,2.47,64.0,2.11,30.0,2.57,126.0,10.82,41.0,1.36,10.0,0.32,10.0,0.32,12.0,0.39,39.0,1.28,2.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,2.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,717.0,420.0,2634.0,302.0,10.0,0.0,14.0,75.0,64.0,31.0,131.0,20790419286388.0,13293010100,Census Tract 101,227220163.0,2598886.0,G5020,S,20740419286388.0,13293010100,Census Tract 101,227220163.0,2598886.0,G5020,S,227220163.0,2598886.0
608,1400000US13293010201,Georgia,Upson County,1,4590,1810,0,194.0,4.23,1,1,1,0,0,1,26.5,38158.0,1,1,1,1,1,0,0,0,971.0,2964.0,971.0,503.0,1530.0,503.0,2964.0,64.57,1530.0,33.34,686.0,14.94,405.0,8.83,1978.0,43.08,880.0,19.17,25.0,0.56,2.0,0.05,4.0,0.09,74.0,1.61,86.0,1.87,78.0,4.28,217.0,11.99,971.0,21.15,503.0,10.97,228.0,4.96,142.0,3.09,716.0,15.6,216.0,4.71,12.0,0.26,0.0,0.0,2.0,0.05,24.0,0.53,17.0,0.37,23.0,1.24,68.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.0,1070.0,696.0,3149.0,1272.0,33.0,5.0,7.0,124.0,144.0,137.0,361.0,20790419286458.0,13293010201,Census Tract 102.01,26018357.0,692602.0,G5020,S,20740419286458.0,13293010201,Census Tract 102.01,26018357.0,692602.0,G5020,S,26018357.0,692602.0
609,1400000US13293010202,Georgia,Upson County,0,2969,1144,0,0.0,0.0,0,0,0,0,0,1,25.8,59297.0,0,0,0,0,0,0,0,0,,,,,,,2969.0,100.0,1057.0,35.61,689.0,23.21,472.0,15.9,2785.0,93.8,134.0,4.51,5.0,0.17,1.0,0.03,4.0,0.13,40.0,1.35,35.0,1.18,33.0,2.87,184.0,16.1,2879.0,96.97,1027.0,34.57,671.0,22.61,444.0,14.95,2705.0,91.12,129.0,4.34,4.0,0.14,1.0,0.03,4.0,0.13,36.0,1.2,35.0,1.17,32.0,2.77,178.0,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,689.0,472.0,2785.0,134.0,5.0,1.0,4.0,40.0,35.0,36.0,189.0,20790419286689.0,13293010202,Census Tract 102.02,62797607.0,769773.0,G5020,S,20740419286689.0,13293010202,Census Tract 102.02,62797607.0,769773.0,G5020,S,62797607.0,769773.0
610,1400000US13293010300,Georgia,Upson County,0,3526,1368,0,0.0,0.0,0,0,0,0,0,1,14.6,49806.0,0,0,0,0,0,0,0,0,,,,,,,3526.0,100.0,1422.0,40.33,804.0,22.8,496.0,14.07,3193.0,90.56,262.0,7.43,13.0,0.37,0.0,0.0,14.0,0.4,44.0,1.25,25.0,0.71,44.0,3.22,164.0,11.95,3526.0,100.0,1422.0,40.33,804.0,22.8,496.0,14.07,3193.0,90.56,262.0,7.43,13.0,0.37,0.0,0.0,14.0,0.4,44.0,1.25,25.0,0.71,44.0,3.22,164.0,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,804.0,496.0,3193.0,262.0,13.0,0.0,14.0,44.0,25.0,45.0,167.0,20790419286626.0,13293010300,Census Tract 103,211731872.0,3490086.0,G5020,S,20740419286626.0,13293010300,Census Tract 103,211731872.0,3490086.0,G5020,S,211731872.0,3490086.0
611,1400000US13293010600,Georgia,Upson County,0,1367,549,0,0.0,0.0,1,1,0,0,0,1,20.3,41667.0,1,1,0,0,0,1,0,0,473.0,473.0,,250.0,250.0,,1367.0,100.0,723.0,52.91,266.0,19.46,180.0,13.17,631.0,46.16,702.0,51.35,7.0,0.51,0.0,0.0,6.0,0.44,21.0,1.54,14.0,1.02,74.0,13.56,87.0,15.76,1367.0,100.0,723.0,52.91,266.0,19.46,180.0,13.17,631.0,46.16,702.0,51.35,7.0,0.51,0.0,0.0,6.0,0.44,21.0,1.54,14.0,1.02,74.0,13.56,87.0,15.76,473.0,34.58,250.0,18.29,90.0,6.57,71.0,5.19,68.0,5.0,401.0,29.36,0.0,0.0,0.0,0.0,2.0,0.15,1.0,0.07,1.0,0.07,27.0,4.96,32.0,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,266.0,180.0,631.0,702.0,7.0,0.0,6.0,21.0,14.0,80.0,93.0,20790419286324.0,13293010600,Census Tract 106,237237396.0,1998383.0,G5020,S,20740419286324.0,13293010600,Census Tract 106,237237396.0,1998383.0,G5020,S,237237396.0,1998383.0
612,1400000US13295020200,Georgia,Walker County,1,3671,1532,0,100.0,2.72,1,1,1,1,1,1,30.6,42617.0,1,1,1,1,1,0,0,1,1372.0,2825.0,1372.0,856.0,1724.0,856.0,2825.0,76.96,1724.0,46.96,705.0,19.21,530.0,14.44,2532.0,68.97,185.0,5.04,7.0,0.19,0.0,0.0,6.0,0.15,95.0,2.6,80.0,2.19,161.0,10.52,377.0,24.58,1372.0,37.38,856.0,23.31,350.0,9.54,312.0,8.49,1195.0,32.55,127.0,3.45,1.0,0.04,0.0,0.0,2.0,0.06,47.0,1.29,36.0,0.99,79.0,5.16,174.0,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.0,894.0,698.0,3305.0,231.0,12.0,0.0,8.0,115.0,104.0,173.0,426.0,20790112998575.0,13295020200,Census Tract 202,5477439.0,5613.0,G5020,S,20740112998575.0,13295020200,Census Tract 202,5477439.0,5613.0,G5020,S,5477439.0,5613.0
613,1400000US13295020400,Georgia,Walker County,0,3043,1148,0,1.0,0.03,0,0,0,0,0,0,9.7,81806.0,0,0,0,0,0,0,0,0,,,,,,,3043.0,100.0,869.0,28.54,824.0,27.08,430.0,14.13,2985.0,98.09,15.0,0.49,5.0,0.16,0.0,0.0,3.0,0.1,35.0,1.15,29.0,0.95,41.0,3.57,18.0,1.53,3043.0,100.0,869.0,28.54,824.0,27.08,430.0,14.13,2985.0,98.09,15.0,0.49,5.0,0.16,0.0,0.0,3.0,0.1,35.0,1.15,29.0,0.95,41.0,3.57,18.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,824.0,430.0,2985.0,15.0,5.0,0.0,3.0,35.0,29.0,34.0,17.0,20790112998491.0,13295020400,Census Tract 204,67145952.0,20972.0,G5020,S,20740112998491.0,13295020400,Census Tract 204,67145952.0,20972.0,G5020,S,67145952.0,20972.0
614,1400000US13295020601,Georgia,Walker County,0,6548,2243,0,665.0,10.16,0,0,0,0,0,0,10.0,69231.0,0,0,0,0,0,0,0,0,,,,,,,6548.0,100.0,1692.0,25.84,1425.0,21.76,936.0,14.29,5987.0,91.43,403.0,6.15,38.0,0.58,5.0,0.08,5.0,0.08,110.0,1.68,109.0,1.66,20.0,0.87,230.0,10.27,6548.0,100.0,1692.0,25.84,1425.0,21.76,936.0,14.29,5987.0,91.43,403.0,6.15,38.0,0.58,5.0,0.08,5.0,0.08,110.0,1.68,109.0,1.66,20.0,0.87,230.0,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.0,1425.0,936.0,5987.0,403.0,38.0,5.0,5.0,110.0,109.0,19.0,243.0,20790112998542.0,13295020601,Census Tract 206.01,68898390.0,112397.0,G5020,S,20740112998542.0,13295020601,Census Tract 206.01,68898390.0,112397.0,G5020,S,68898390.0,112397.0
615,1400000US13295020902,Georgia,Walker County,0,2187,844,0,0.0,0.0,0,0,0,0,0,0,17.7,55481.0,0,0,0,0,0,0,0,0,133.0,133.0,,48.0,48.0,,2187.0,100.0,787.0,36.01,508.0,23.23,318.0,14.54,2075.0,94.88,62.0,2.83,1.0,0.05,0.0,0.0,3.0,0.14,46.0,2.1,41.0,1.87,42.0,4.94,80.0,9.49,2187.0,100.0,787.0,36.01,508.0,23.23,318.0,14.54,2075.0,94.88,62.0,2.83,1.0,0.05,0.0,0.0,3.0,0.14,46.0,2.1,41.0,1.87,42.0,4.94,80.0,9.49,133.0,6.08,48.0,2.18,23.0,1.07,22.0,1.01,131.0,6.01,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,3.0,0.34,5.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,508.0,318.0,2075.0,62.0,1.0,0.0,3.0,46.0,41.0,39.0,86.0,20790112998532.0,13295020902,Census Tract 209.02,210943989.0,609948.0,G5020,S,20740112998532.0,13295020902,Census Tract 209.02,210943989.0,609948.0,G5020,S,210943989.0,609948.0
616,1400000US13297110400,Georgia,Walton County,1,6351,2254,0,106.0,1.67,1,1,1,1,1,1,28.7,43980.0,1,1,1,1,1,0,0,1,3924.0,5013.0,3924.0,2111.0,2780.0,2111.0,5013.0,78.93,2780.0,43.78,1496.0,23.56,501.0,7.88,2657.0,41.83,2171.0,34.19,45.0,0.7,4.0,0.07,7.0,0.11,129.0,2.03,133.0,2.09,130.0,5.76,412.0,18.29,3924.0,61.78,2111.0,33.23,1099.0,17.31,391.0,6.16,2355.0,37.08,1431.0,22.54,42.0,0.66,4.0,0.06,7.0,0.11,85.0,1.33,104.0,1.64,105.0,4.68,317.0,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575.0,1882.0,676.0,3290.0,2809.0,52.0,5.0,8.0,187.0,162.0,169.0,578.0,20790424296117.0,13297110400,Census Tract 1104,33720270.0,887638.0,G5020,S,20740424296117.0,13297110400,Census Tract 1104,33720270.0,887638.0,G5020,S,33720270.0,887638.0
617,1400000US13297110503,Georgia,Walton County,0,3355,1120,0,0.0,0.0,0,0,0,0,0,0,5.3,80366.0,0,0,0,0,0,0,0,0,,,,,,,3355.0,100.0,669.0,19.94,962.0,28.67,314.0,9.36,2975.0,88.67,223.0,6.65,34.0,1.01,0.0,0.0,9.0,0.27,114.0,3.4,88.0,2.62,1.0,0.08,47.0,4.19,3355.0,100.0,669.0,19.94,962.0,28.67,314.0,9.36,2975.0,88.67,223.0,6.65,34.0,1.01,0.0,0.0,9.0,0.27,114.0,3.4,88.0,2.62,1.0,0.08,47.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.0,962.0,314.0,2975.0,223.0,34.0,0.0,9.0,114.0,88.0,1.0,54.0,207903717347633.0,13297110503,Census Tract 1105.03,19413526.0,57573.0,G5020,S,207403717347633.0,13297110503,Census Tract 1105.03,19413526.0,57573.0,G5020,S,19413526.0,57573.0
